سیاست,S230
ایرانی,A650
مصرف,M261
کنید,K530
قبل,G140
نیاز,N200
براساس,B620
علی,A400
تلاش,T420
دیدار,D360
همراه,H560
انقلاب,A524
علمی,A450
بهره,B600
دانش,D520
ساعت,S300
لازم,L250
خبر,X160
سطح,S300
نیروهای,N600
دلار,D460
خواهند,X530
مدت,M300
حقوق,H200
تحت,T300
حمایت,H530
روابط,R130
انتخاب,A532
گیری,G600
چرا,C600
وقتی,V230
تغییر,T260
جای,J000
تاریخ,T620
اش,A200
پیدا,P300
آثار,A260
ریال,R400
اکنون,A250
همکاری,H526
حالی,H400
هدف,H310
فقط,F230
آمده,A530
رسید,R230
مرکز,M620
آیا,A000
نامه,N500
رو,R000
زمین,Z500
کننده,K530
باعث,B200
فرانسه,F652
طریق,T620
تعداد,T300
جاری,J600
یافته,Y130
زیادی,Z300
مطرح,M360
تن,T500
پرداخت,P632
کنم,K500
اروپا,A610
انسان,A525
برابر,B616
مشکل,M240
اطلاعات,A343
اقدام,A235
شکل,S240
واقع,V200
رسد,R230
زنان,Z500
اخیر,A260
یافت,Y130
امنیت,A530
مدیریت,M363
بودجه,B320
قدرت,G363
دولتی,D430
عدم,A350
بحث,B200
بودن,B350
زیر,Z600
مربوط,M613
نوع,N000
بانک,B520
تصمیم,T250
وضعیت,V230
شبکه,S120
منابع,M510
بلکه,B420
محل,M400
خارج,X620
اعضای,A200
اقتصاد,A232
مواد,M300
موجود,M230
مجموعه,M250
اثر,A260
بیان,B500
خبرگزاری,X162
تومان,T500
فروش,F620
حل,H400
جشنواره,J256
شاید,S300
بینی,B500
اساسی,A200
روند,R530
زمانی,Z500
پاسخ,P200
نمایش,N520
مقام,M250
رود,R300
امر,A560
اظهار,A260
روسیه,R200
اولین,A450
آید,A300
بورس,B620
پی,P000
کنار,K560
باز,B200
سوم,S500
توانند,T530
ممکن,M525
حوزه,H200
تصویب,T210
واحد,V300
مناطق,M532
مانند,M530
فکر,F260
خصوص,X200
جلسه,J420
زبان,Z150
نظامی,N250
دور,D600
خدمات,X353
ارزش,A620
کودکان,K325
ارتباط,A631
دریافت,D613
خصوصی,X200
مالی,M400
ساله,S400
اجرا,A260
نشده,N230
سایر,S600
ضمن,Z500
حق,H200
موسیقی,M200
نخست,N230
برگزاری,B626
مرحله,M640
داخلی,D240
مسائل,M240
دستگاه,D232
مقابل,M214
خیلی,X400
مثل,M240
دنبال,D514
دفاع,D100
یابد,Y130
آنچه,A520
کسی,K200
محیط,M300
منظور,M526
چین,C500
دارای,D600
محمد,M530
امام,A500
خبرنگار,X165
موجب,M210
جمع,J500
آزاد,A230
امکان,A525
تعیین,T500
معاون,M500
صنعت,S530
ملل,M400
چهار,C600
نیروی,N600
طول,T400
مسئولان,M245
حمله,H540
نزدیک,N232
جام,J500
صنایع,S500
نخستین,N235
مقامات,M253
جوانان,J500
اساس,A200
جریان,J650
نمایشگاه,N520
ورزشی,V620
آزادی,A230
بیماری,B560
فراهم,F650
آمریکایی,A562
حرکت,H623
تازه,T200
مشارکت,M262
امسال,A524
عضو,A200
الله,A400
سهام,S500
آورد,A630
حفظ,H120
مرکزی,M620
انرژی,A562
طبیعی,T100
تاکنون,T250
اسرائیل,A264
طرف,T610
پنج,P520
نگاه,N200
علت,A430
ریزی,R200
پلیس,P420
سفر,S160
نمایندگان,N532
نقل,N240
گسترش,G236
خیابان,X150
افغانستان,A125
اسلام,A245
زیست,Z230
خاطر,X360
چاپ,C100
سیستم,S235
کاری,K600
علاوه,A400
جوان,J500
شنبه,S510
رفت,R130
ام,A500
تاثیر,T260
اداره,A360
صنعتی,S530
رشته,R230
آلمان,A450
علیه,A400
تهیه,T000
حزب,H210
دادگاه,D320
ساخته,S230
کره,K600
خودرو,X360
تبدیل,T134
چشم,C250
یاد,Y300
ایم,A500
مناسب,M521
عالی,A400
مشخص,M200
رسیده,R230
کنترل,K536
بالا,B400
آمد,A530
مدیر,M360
زن,Z500
گل,G400
همشهری,H526
زیرا,Z600
کمتر,K536
خارجه,X620
اختیار,A236
پرورش,P620
قانونی,G500
دنیا,D500
بیشتری,B236
کمیسیون,K525
خرید,X630
غیر,G600
روش,R200
جدی,J300
ریاست,R230
خط,X300
اتحادیه,A300
آموزشی,A520
رسانه,R250
بنابراین,B516
کسب,K210
اجرایی,A260
رای,R000
شب,S100
آخرین,A265
تجربه,T261
چیزی,C200
کامل,K540
دادن,D350
وقت,V230
مسئله,M240
جمعیت,J530
ترتیب,T631
پرونده,P653
هسته,H230
بهترین,B365
مراسم,M625
اهمیت,A530
نماینده,N530
عرضه,A620
شروع,S600
دهه,D000
نوشته,N230
خوب,X100
گردد,G630
دوران,D650
معرفی,M610
خاص,X200
برد,B630
خوبی,X100
علاقه,A420
کودک,K320
کشاورزی,K262
هنر,H560
دانست,D523
بخشی,B200
فرد,F630
نظارت,N263
رقابت,R213
میدان,M350
پزشکی,P200
نکته,N230
تاریخی,T620
دانشجویان,D525
درآمد,D653
مسابقات,M212
علوم,A450
شامل,S540
فضای,F200
کمیته,K530
تمامی,T500
کشتی,K230
جلوگیری,J426
انتقال,A532
پیروزی,P620
گاز,G200
تحقیقات,T230
احساس,A200
اصلاح,A240
نشست,N230
ترکیه,T620
بهتر,B360
دادند,D353
برخورد,B626
حد,H300
ناشی,N200
کارشناسان,K625
انتظار,A532
نرخ,N620
بیمه,B500
نبود,N130
مراکز,M620
هنری,H560
شیوه,S000
دیده,D300
ملت,M430
انسانی,A525
بوش,B200
کسانی,K250
عرصه,A620
حسین,H250
ماده,M300
فصل,F240
داریم,D650
داستان,D235
شماره,S560
شکست,S230
برداری,B636
داشتند,D235
حمل,H540
بعضی,B200
آماده,A530
رابطه,R130
ورود,V630
آنجا,A520
جان,J500
جمهور,J560
شهروندان,S653
داخل,D240
مبارزه,M162
عامل,A540
منتشر,M532
پاکستان,P235
حادثه,H320
مرد,M630
اختصاص,A232
مسابقه,M212
بهداشت,B323
پیشنهاد,P253
موفق,M120
کاملا,K540
صلح,S400
درست,D623
نخواهد,N230
گویند,G530
آنکه,A520
عملیات,A543
کشته,K230
وگو,V200
ساختمان,S235
موارد,M630
مساله,M240
جنوبی,J510
مطبوعات,M313
مرگ,M620
غرب,G610
برخوردار,B626
فنی,F500
امکانات,A525
استقلال,A232
ورزش,V620
دچار,D260
تلفن,T415
ثبت,S130
کوتاه,K300
لایحه,L000
ژاپن,Z150
بندی,B530
بحران,B650
پول,P400
رهبری,R160
اطلاع,A340
اندیشه,A532
کردم,K635
سهم,S500
آسیا,A200
عوامل,A540
نباید,N130
پروژه,P620
مشترک,M236
عمده,A530
ارتش,A632
قوانین,G500
صحنه,S500
انجمن,A525
درمان,D650
اصل,A240
حداقل,H324
لحاظ,L200
حکومت,H253
مسکن,M250
کوچک,K200
شعر,S600
شمار,S560
ایشان,A250
همیشه,H520
آتش,A320
هستیم,H235
مدرسه,M362
هنگام,H525
جا,J000
چگونه,C250
رسمی,R250
ترجمه,T625
همچنان,H525
اضافه,A210
شمال,S540
طبق,T120
فرصت,F623
همایش,H520
رفته,R130
جنوب,J510
صادرات,S363
روشن,R250
کشورها,K260
فارس,F620
قهرمانی,G650
سینما,S500
فوق,F200
نوعی,N000
اصفهان,A215
قصد,G230
سی,S000
ندارند,N365
نتایج,N320
سعی,S000
کافی,K100
تصریح,T260
باقی,B200
خواست,X230
گرفتن,G613
کلی,K400
بچه,B200
هند,H530
مدیران,M365
اهداف,A310
آموزان,A525
گسترده,G236
طراحی,T600
باره,B600
خاتمی,X350
سود,S300
مطلب,M341
قتل,G340
مواجه,M200
فدراسیون,F362
نمونه,N500
زیاد,Z300
سمت,S530
باشگاه,B200
نیمه,N500
رژیم,R250
شاهد,S300
اجازه,A200
شمالی,S540
متاسفانه,M321
عملکرد,A542
جمعه,J500
پشت,P230
عکس,A200
شاخص,S200
غربی,G610
مسیر,M260
نهایی,N000
اتمی,A350
اندازه,A532
مسئول,M240
عهده,A300
انگلیس,A524
سرعت,S630
روزهای,R200
امنیتی,A530
شدت,S300
چیز,C200
خواستار,X236
اعمال,A540
واقعی,V200
دفتر,D136
دستور,D236
مذاکرات,M263
پایین,P500
انتشار,A532
متهم,M350
موفقیت,M123
کنندگان,K532
سرویس,S620
حالا,H400
اتفاق,A312
روبه,R100
مدارس,M362
یکدیگر,Y232
شان,S500
استاد,A230
احداث,A320
ذکر,Z260
پیشرفت,P261
جایگاه,J200
سخن,S250
کیفیت,K130
شناسی,S520
ده,D000
شخصیت,S230
نداشته,N323
حاصل,H240
فعال,F400
جایی,J000
گیرند,G653
شش,S200
دیگران,D265
مهمترین,M536
آورده,A630
علم,A450
باشیم,B250
صفحه,S100
مراجعه,M620
اولیه,A400
گذاشته,G230
بروز,B620
نویسنده,N253
حساب,H210
دقیقه,D200
مجمع,M250
توزیع,T200
جز,J200
شهید,S300
سپس,S120
اقدامات,A235
برق,B620
خواهیم,X500
تحقیق,T200
رنگ,R520
تربیت,T613
چهارم,C650
رسیدن,R235
درخواست,D623
بسته,B230
خودش,X320
تقویت,T230
رفع,R100
آمار,A560
پایه,P000
تایید,T300
حرف,H610
ساز,S200
پخش,P200
شهرهای,S600
سراسر,S626
دوست,D230
رقم,R250
خبری,X160
آلودگی,A432
رعایت,R300
فشار,F260
حرفه,H610
فاصله,F240
صحبت,S130
مانده,M530
تلویزیون,T425
متر,M360
دسته,D230
صرف,S610
رسیدگی,R232
آوری,A600
اعتبار,A316
حضرت,H263
وظیفه,V210
نکرده,N263
سازد,S230
واقعیت,V230
خبرنگاران,X165
نحوه,N000
احتمال,A354
پیام,P500
متحد,M300
همواره,H560
وسیله,V240
صادر,S360
قرارداد,G630
رهبر,R160
خاصی,X200
شخصی,S200
صبح,S100
زده,Z300
مسئولیت,M243
خطر,X360
لبنان,L150
بیست,B230
قرن,G650
رفتار,R136
داشتن,D235
شناسایی,S520
تشخیص,T200
آیت,A300
انتظامی,A532
سینمای,S500
گروهی,G600
جدیدی,J300
ادبیات,A313
انواع,A500
چهره,C600
تو,T000
متفاوت,M313
تحقق,T200
تعریف,T610
حکم,H250
قرآن,G650
آگاهی,A200
داند,D530
فلسطینی,F423
کمی,K500
نظیر,N260
شدید,S300
تدوین,T350
اروپایی,A610
دین,D500
محسوب,M210
ارزیابی,A621
نقطه,N230
مثلا,M240
دار,D600
حقیقت,H230
نفتی,N130
بازیکنان,B250
کشف,K210
فلسطین,F423
صدور,S360
دوباره,D160
حوادث,H320
بشر,B260
بیرون,B650
دینی,D500
عربستان,A612
فلسفه,F421
ضرورت,Z630
فردی,F630
دید,D300
عین,A500
ابراز,A162
سابق,S120
آدم,A350
ظرفیت,Z613
کدام,K350
بنا,B500
نماید,N530
جمعی,J500
خواسته,X230
معتقد,M323
تجاری,T260
پر,P600
خویش,X200
دیدگاه,D320
منجر,M526
قوه,G000
سخت,S230
آسیب,A210
سبب,S100
مطالعه,M340
همچون,H525
هوا,H000
تئاتر,T360
جذب,J210
ایتالیا,A340
خانم,X500
ساختار,S236
حاشیه,H200
محصولات,M243
پدیده,P300
دعوت,D300
گاه,G000
تاسیس,T200
رسانی,R250
مثبت,M213
حسن,H250
زاده,Z300
سالهای,S400
پدر,P360
کارهای,K600
نیستند,N235
اغلب,A241
ع,
کنفرانس,K516
ایرنا,A650
مذکور,M260
زندان,Z535
مقایسه,M200
ابتدا,A130
رد,R300
واشنگتن,V252
دانند,D530
افرادی,A163
سخنگوی,S252
تجارت,T263
دقیق,D200
ترک,T620
مهندس,M532
درون,D650
کردیم,K635
شهردار,S636
موقعیت,M230
سنتی,S530
خدمت,X353
نسل,N240
سالانه,S450
خشونت,X253
خاک,X200
دبیر,D160
سبز,S120
ایسنا,A250
مثال,M240
کارخانه,K625
اینجا,A520
محلی,M400
توجهی,T200
هفت,H130
شهرستان,S623
اشتغال,A232
ماند,M530
استقبال,A232
کلیه,K400
نگرانی,N265
بعدی,B300
منافع,M510
توانایی,T500
بازرگانی,B262
ویژگی,V200
درک,D620
بیانیه,B500
ستاد,S300
دهیم,D500
مادر,M360
دومین,D500
حفاظت,H123
پوشش,P200
چندان,C535
عصر,A260
همزمان,H525
پرسش,P620
ترافیک,T612
بگیرد,B263
فناوری,F560
هست,H230
قالب,G410
بهبود,B130
جایزه,J200
فعلی,F400
اجلاس,A242
کنونی,K500
سن,S500
حذف,H210
توانست,T523
اندازی,A532
طوری,T600
قبول,G140
بیمارستان,B562
پژوهش,P200
لیگ,L200
پست,P230
اصول,A240
صندوق,S532
میراث,M620
اعتراض,A362
تهدید,T300
نهایت,N300
ساده,S300
متوجه,M320
بتواند,B353
گذشت,G230
قدیمی,G350
مبنی,M150
تفاوت,T130
واردات,V630
نقاط,N230
عده,A300
آخر,A260
اختلاف,A234
توافق,T120
حاکم,H250
حقوقی,H200
اعتقاد,A323
جاده,J300
لذا,L200
مشاهده,M230
بازیکن,B250
وضع,V200
کشورمان,K265
قطع,G300
ضروری,Z600
ارسال,A624
حجم,H250
محدود,M300
صورتی,S630
سلاح,S400
دل,D400
رفتن,R135
شرق,S620
انتقاد,A532
امید,A530
تحلیل,T400
بن,B500
هماهنگی,H520
قسمت,G253
مستقیم,M232
متحده,M300
وقوع,V200
بازگشت,B230
زلزله,Z424
سالن,S450
خاطرنشان,X365
صاحب,S100
شناخت,S523
تسهیلات,T243
انگلیسی,A524
اعتماد,A353
سوریه,S600
غذایی,G200
بزرگترین,B262
سوخت,S230
چندین,C535
تغییرات,T263
برتر,B636
مردان,M635
مکان,M250
بهمن,B500
احمد,A530
مقررات,M263
آمادگی,A532
توضیح,T200
هاشمی,H250
چهارشنبه,C625
زنده,Z530
خاورمیانه,X650
فارسی,F620
شرقی,S620
مقدس,M232
تقریبا,T261
نژاد,N230
تنظیم,T525
مقاله,M240
پارک,P620
وزن,V250
پایتخت,P323
تلویزیونی,T425
روانی,R500
خدا,X300
معمولا,M540
دلایل,D400
سابقه,S120
نشود,N230
مهر,M600
دنیای,D500
خون,X500
گاهی,G000
میلادی,M430
صدام,S350
شرایطی,S630
برسد,B623
بالای,B400
معادل,M340
ماشین,M250
مهدی,M300
هنگامی,H525
آمیز,A520
تحولات,T430
مسایل,M240
ثابت,S130
مذهبی,M210
ریشه,R200
عملی,A540
طولانی,T450
نوجوانان,N250
بازسازی,B200
دارم,D650
نو,N000
المپیک,A451
تقسیم,T250
آهن,A500
مقابله,M214
مصاحبه,M210
حالت,H430
قضایی,G200
نقاشی,N200
عدالت,A343
بیشترین,B236
متوسط,M323
رخ,R200
اینها,A500
ازدواج,A232
ماموران,M565
حملات,H543
سفید,S130
قبلی,G140
عراقی,A620
مربی,M610
بدن,B350
نمود,N530
بدین,B350
نقد,N230
بودم,B350
حیات,H300
قهرمان,G650
تصویر,T260
صدای,S300
طبیعت,T130
دی,D000
بزرگی,B262
تخصصی,T200
واحدهای,V300
عشق,A200
انگیزه,A520
کمبود,K513
مجموع,M250
ارشاد,A623
منفی,M510
متن,M350
مخالفت,M241
محکوم,M250
مشغول,M240
درمانی,D650
درجه,D620
پذیرش,P262
اکثر,A260
اداری,A360
رهبران,R165
مخالف,M241
مردمی,M635
نظریه,N260
تعدادی,T300
برمی,B650
قادر,G360
کالا,K400
سلامت,S453
خورد,X630
ذهن,Z500
تصور,T260
سنگین,S525
کشوری,K260
سنت,S530
دوشنبه,D251
بلند,B453
معنای,M500
رغم,R250
رضا,R200
بغداد,B230
شناخته,S523
جامع,J500
هدایت,H300
مبلغ,M142
کنگره,K526
مذاکره,M260
معظم,M250
ایالات,A430
پای,P000
سریع,S600
واکنش,V252
هرگونه,H625
محیطی,M300
هشت,H230
چارچوب,C621
آباد,A130
آیین,A500
موزه,M200
وظایف,V210
امتیاز,A532
مشابه,M210
توانیم,T500
خواند,X530
تحصیل,T240
فکری,F260
مهمی,M500
تکنولوژی,T254
هویت,H300
صحیح,S000
نبوده,N130
اینترنت,A536
جلب,J410
شرح,S600
چیست,C230
وابسته,V123
نشانه,N250
هرگز,H620
کارشناسی,K625
طالبان,T415
پیگیری,P260
صدا,S300
سید,S300
زد,Z300
نیازهای,N200
تماس,T520
روزی,R200
رساند,R253
اصلا,A240
دختر,D236
مطالعات,M343
سالم,S450
گفتگو,G132
موافقت,M123
وام,V500
لحظه,L200
تحویل,T400
نگهبان,N215
وسایل,V240
مفهوم,M150
طبقه,T120
اتوبوس,A312
خرداد,X630
عربی,A610
گوناگون,G525
واگذاری,V260
تولیدی,T430
منبع,M510
باور,B600
گذاشت,G230
نهادهای,N300
بازداشت,B232
گام,G500
اهل,A400
اصلاحات,A243
هوایی,H000
ساختن,S235
نسخه,N200
کارکنان,K625
والیبال,V414
مقاومت,M253
آژانس,A252
شورا,S600
کارت,K630
کانون,K500
نیازمند,N253
قاضی,G200
دستگیر,D232
دستیابی,D231
گفتند,G135
سایت,S300
تلقی,T420
خودروهای,X360
نوشت,N230
کلاس,K420
روزانه,R250
اطلاعاتی,A343
جنبه,J510
وزارتخانه,V263
مجوز,M200
مراحل,M640
عبارت,A163
کس,K200
موسسه,M200
مصوبه,M210
سینمایی,S500
ص,
بنزین,B525
سخنرانی,S256
متوقف,M321
معروف,M610
چگونگی,C252
بیماران,B565
وحدت,V300
راهی,R000
درس,D620
اطراف,A361
مانع,M500
معماری,M560
آذربایجان,A261
توصیه,T200
دهنده,D530
عادی,A300
جرم,J650
کیلوگرم,K426
سخنان,S250
محمود,M530
انفجار,A512
یکشنبه,Y251
تفکر,T126
هایش,H200
نمایند,N530
گرم,G650
امروزه,A562
نداشت,N323
راهنمایی,R500
اتاق,A320
ضد,Z300
نهاد,N300
ارشد,A623
پا,P000
سیمان,S500
برده,B630
مستقل,M232
معتقدند,M323
رانندگی,R532
وجه,V200
پیرامون,P650
تکرار,T260
زند,Z530
هشدار,H236
بمب,B510
عباس,A120
بهداشتی,B323
بانکی,B520
جبهه,J100
مرز,M620
دقت,D230
گرفتند,G613
ارتباطات,A631
چنان,C500
عمر,A560
رده,R300
افکار,A126
مخدر,M236
هنرمندان,H565
مسلح,M240
عرب,A610
روزه,R200
آزمون,A250
نفس,N120
موثر,M260
هوای,H000
دیدن,D350
مدرن,M365
شهرها,S600
نرم,N650
کارگران,K626
پل,P400
جدا,J300
نگهداری,N236
تجهیزات,T230
جالب,J410
جدول,J340
زباله,Z140
محصول,M240
دسترسی,D236
خوش,X200
عبور,A160
نیم,N500
نباشد,N123
درگیری,D626
تحصیلی,T240
خلیج,X420
سبک,S120
نصب,N210
مصر,M260
احزاب,A210
گذارد,G263
عقیده,A230
باشید,B230
برداشت,B632
تری,T600
حاکی,H200
اتومبیل,A351
بتوانند,B353
سقوط,S230
تخریب,T261
والدین,V435
پایگاه,P200
پیاده,P300
معاصر,M260
لندن,L535
آشنا,A250
شویم,S500
یافتن,Y135
مشهد,M230
تمدن,T535
کالاهای,K400
اوراق,A620
ـ,
تبلیغات,T142
ضعف,Z100
خروج,X620
نشر,N260
نور,N600
ره,R000
پارس,P620
دراین,D650
نگاهی,N200
اید,A300
خودشان,X325
مند,M530
آرام,A650
نشد,N230
لباس,L120
مطلوب,M341
ارزی,A620
آزمایش,A252
معنی,M500
شاه,S000
اولویت,A430
سرزمین,S625
شوراها,S600
کتابخانه,K312
دهم,D500
ابتدای,A130
قوی,G000
احتمالا,A354
یارانه,Y650
جنبش,J512
نموده,N530
احمدی,A530
اتخاذ,A320
ارایه,A600
افتاده,A130
پایانی,P500
مناسبی,M521
تحول,T400
محور,M600
گردید,G630
محترم,M365
پنجشنبه,P525
شخص,S200
اخلاقی,A242
گوش,G200
مناسبت,M521
سیاه,S000
وزیران,V265
معاونت,M530
منتقل,M532
تالار,T460
ظاهر,Z600
زدن,Z350
ذخیره,Z260
گردشگری,G632
نجات,N230
پور,P600
پسر,P260
هرچه,H620
نیویورک,N620
اخبار,A216
صدر,S360
قول,G400
بند,B530
قبیل,G140
روح,R000
عوارض,A620
مدنی,M350
بدنی,B350
قطعنامه,G350
تحریم,T650
بازارهای,B260
مدتی,M300
فردا,F630
آرامش,A652
توانید,T530
کارگردان,K626
اسپانیا,A215
نشریه,N260
عمرانی,A565
شدم,S350
مجبور,M216
مالیات,M430
اتهام,A350
غنی,G500
ترکیب,T621
جوامع,J500
احترام,A365
کیلومتر,K453
آورند,A653
بقیه,B200
کلان,K450
پیشگیری,P260
بیمار,B560
پرداخته,P632
منطقی,M532
تشویق,T200
قاچاق,G200
برجسته,B623
حداکثر,H326
عظیم,A250
نزدیکی,N232
موقع,M200
جنگل,J524
کارشناس,K625
پتروشیمی,P362
هاست,H230
واقعا,V200
اگرچه,A262
فهرست,F623
زیبایی,Z100
ظرف,Z610
آبی,A100
برقراری,B626
دانشمندان,D525
صفر,S160
اعزام,A250
لوله,L400
بهار,B600
هستم,H235
افزاید,A123
اظهارات,A263
بگیرند,B265
تک,T200
فقر,F260
محدوده,M300
قصه,G200
کشیده,K230
گروههای,G600
مدیرعامل,M365
سرنوشت,S652
سربازان,S612
ادبی,A310
شیراز,S620
مجازات,M230
واگذار,V260
مهندسی,M532
اوضاع,A200
پذیرفته,P261
رفاه,R100
روستایی,R230
فراموش,F652
راحتی,R300
ان,A500
تقاضای,T200
عقب,A210
سنگ,S520
آیند,A530
ساماندهی,S530
تروریسم,T625
اشتباه,A231
توصیف,T210
جانبه,J510
میوه,M000
پنجم,P525
رایانه,R500
رمان,R500
استاندارد,A235
زودی,Z300
افتاد,A130
روزها,R200
پیشرفته,P261
سرانجام,S652
اخیرا,A260
خراسان,X625
اطمینان,A350
متعلق,M342
محدودیت,M300
قدر,G360
جبران,J165
فراوان,F650
رییس,R200
تورم,T650
بالاتر,B436
ایده,A300
تکمیل,T254
پذیر,P260
مربیان,M615
دانشگاهی,D520
مسلمان,M245
ایستگاه,A232
جشن,J250
معرض,M620
موضع,M200
چینی,C500
خواب,X100
یادآور,Y360
بنیاد,B530
نشانی,N250
فرزندان,F625
کاخ,K200
دارایی,D600
برند,B653
ملاقات,M423
آوردن,A635
دخالت,D243
تروریستی,T623
بازیهای,B200
فجر,F260
فرودگاه,F632
بازدید,B230
فراوانی,F650
محله,M400
نگران,N265
بهای,B000
ابعاد,A130
رادیو,R300
آشنایی,A250
برعهده,B630
خواهم,X500
درخصوص,D620
افزوده,A123
نفوذ,N120
پزشکان,P250
سرقت,S623
بشکه,B200
سپتامبر,S135
گزارشی,G262
برقرار,B626
مسکونی,M250
دریای,D600
مقدار,M236
گرچه,G620
مسلمانان,M245
سایه,S000
داری,D600
مندان,M535
حس,H200
دارید,D630
بارها,B600
موقت,M230
صرفا,S610
ناحیه,N000
سومین,S500
محمدرضا,M536
دروازه,D620
بویژه,B200
حاکمیت,H253
فرزند,F625
حجت,H230
اوپک,A120
مرا,M600
اعتبارات,A316
مدعی,M300
چنانچه,C520
خمینی,X500
شکایت,S230
تبریز,T162
کویت,K300
معلم,M450
بافت,B130
پرسپولیس,P621
دوستان,D235
قم,G500
مگر,M260
مجتمع,M235
سوال,S400
تقاضا,T200
فرانسوی,F652
شهرک,S620
پیچیده,P230
مطالب,M341
اوقات,A230
ی,
سنی,S500
بیکاری,B260
فاقد,F230
دموکراسی,D526
ضربه,Z610
باغ,B200
مرتبط,M631
حتما,H350
بدهد,B300
ایمنی,A500
ثبات,S130
روان,R500
تحمل,T540
خلق,X420
ارز,A620
مطبوعاتی,M313
فضایی,F200
ستاره,S360
اواخر,A260
گران,G650
خواهان,X500
درصدی,D623
پیمان,P500
معادن,M350
خالی,X400
ماهی,M000
جهاد,J300
مجدد,M230
اطلاعیه,A340
مسئولین,M245
مشاور,M260
ارتباطی,A631
محروم,M650
راستای,R230
رودخانه,R325
برخلاف,B624
اوایل,A400
سرباز,S612
عضویت,A230
القاعده,A423
منزل,M524
دانشکده,D523
مدال,M340
ششم,S250
مجروح,M260
پارلمان,P645
دهید,D300
مدیرکل,M362
بد,B300
سعودی,S300
نیرو,N600
صد,S300
پژوهشی,P200
سپرده,S163
تغذیه,T200
آفریقا,A162
مفید,M130
کارگردانی,K626
